country,province,description,points,production_cost,price,taster_name,winery
US,California,"A fairly lean Pinot, this lacks voluptuousness, but it's dry and crisp, with fine cherry, cranberry, tobacco and pepper flavors. Give it some airing and drink now.",86,3.4,17,,Toad Hollow
Italy,Northeastern Italy,"This is a very fragrant and pungent Pinot Bianco with aromas of exotic fruit, pineapple, apricot and melon. It represents a lighter, fresher take on the robust grape and delivers a medium, compact structure in the mouth.",86,1.74,10,,Di Lenardo
Italy,Northeastern Italy,"Grapefruit, peach and nectarine aromas carry over to the racy palate along with apricot. Zesty acidity provides refreshing balance and a tangy finish.",88,5.1,20,Kerin O’Keefe,Nals Margreid
Germany,Mosel,"Aromas of pressed apples and pears turn fleshier and riper on the palate of this forward, concentrated Riesling. Sumptuous peach and apricot flavors amass a honeyed sweetness on the midpalate, balanced neatly by squirts of tangerine acidity. It's an approachable, fruity wine to drink now through 2017.",88,1.8,9,Anna Lee C. Iijima,Peter Mertes
Austria,Leithaberg,"Red cherry fruit, with edges of white pepper, plays charmingly on both the nose and palate. The svelte figure of the wine belies its depth: this has subtle, Burgundian virtues and earthy undertones that provoke stimulating conversation and thought. An ideal accompaniment for subtle, nuanced dishes or a really good book.",92,0,,Anne Krebiehl MW,Prieler
South Africa,Simonsberg-Stellenbosch,"A blend of 69% Cabernet Sauvignon, 22% Cabernet Franc and 9% Merlot, this is a dense and brooding wine, with dark notes of cassis, licorice, black plum, date and cigar-box spice on the nose and in the mouth. The palate is firmly structured, with medium tannins and balanced alcohol that lend the wine a crushed-velvet texture. Glimmers of charred oak and toasted spice linger long on the finish. Delicious now, but should develop more layer and nuance with time; drink through 2018.",92,10,50,Lauren Buzzeo,Kanonkop
France,Provence,"Dense and structured, this is a wine with good potential. It has weight, concentrated tannins and ripe fruit, as well as a solid, full-bodied feel. The palate is marked with power, a fine mineral texture and great acidity on the finish. Drink from 2017.",92,0,,Roger Voss,Domaine de Val d'Arenc
Italy,Northeastern Italy,"At first shy and brooding, this slowly opens up in the glass, offering aromas of black-skinned berry, blue flower, licorice and flint. The palate has concentration and finesse, boasting chewy black cherry, blackberry, chopped mint, anise and mineral alongside firm acidity and lithe tannins. Give this time to fully develop. Drink 2017–2023.",93,4.8,48,Kerin O’Keefe,Foradori
US,California,"From a warm-climate zone in a cool vintage, this wine is fascinatingly savory. Black and white pepper, game meat, crushed graphite and espresso aromas promise an awesome sip. It delivers with black peppercorn, green olive, black plum skin and elderberry flavors.",93,9.43,38,Matt Kettmann,Mesa Del Sol
US,Washington,"This has light but sweet fruit flavor, leaning heavily toward strawberry and Bing cherry candy. The fruit is a bit mismatched to the tannins, which are thick and chewy, but with additional bottle age the middle may fill out somewhat. It's got a pretty, fruity entry and a substantial, slightly earthy finish; it's just that midpalate that falls a bit short.",86,3.95,20,Paul Gregutt,Arbor Crest
Argentina,Mendoza Province,"Rather sweet and medicinal; the wine comes into form on the palate, which is fairly bright and forward as it pushes raspberry and cherry flavors. Acidity is on the high side, so the feel and finish have some burn. Could use some pizza or meat to help it along.",85,1.01,10,Michael Schachner,Finca Sophenia
France,Loire Valley,"A light wine, somewhat unfocused and lacking fruit intensity. But it is certainly pleasant, clean and fresh, with a definite green tinge and a citrus aftertaste.",85,3,19,Roger Voss,Fournier Père et Fils
US,California,"Made from authentic Port varieties, this dessert wine is quite sweet. The residual sugar is about 9.5%, giving a honeyed finish to the blackberry and chocolate flavors. It doesn't have the complexity for aging, so drink now.",85,6.8,34,,Robert Hall
France,Beaujolais,"Made using fruit that was sourced from vines planted in 1939, this wine shows the great concentration low yields and old vines can give. It has Gamay's natural freshness, with firm, dry tannins, a spice note and a fragrant finish. It's drinkable now, but it will be better in two years.",92,9.51,35,Roger Voss,Pascal Aufranc
US,Oregon,"A huge step up from the previous vintage, this ripe, round and wonderfully fruity effort is a juicy, mineral-soaked bottle of joy. Luscious cherry fruit is topped with a dollop of butterscotch.",92,7.34,48,Paul Gregutt,Rex Hill
Portugal,Lisboa,"This is a crisp, clean and refreshing wine. There is just the lightest sense of tannin giving the wine a zingy edge. Other than that, it is red-berry fruits all the way. Drink now.",85,0.88,9,Roger Voss,DFJ Vinhos
Chile,Central Valley,"Wiry currant and plum aromas show a touch of oak in this value-priced wine. It feels somewhat chunky on the palate, with scraping tannins. Herbal plum flavors finish gamy and with a mild note of oaky clove.",85,1.6,8,Michael Schachner,Santa Rita
US,California,"A stupendous Pinot Noir, showing how beautifully this vineyard performs in the remote Sonoma Coast above Fort Ross. Williams Selyem's last few vintages of Precious Mountain have been extraordinary, but this 2009 tops them all. The wine is as light as a feather in the mouth, modest in alcohol and delicately feminine, like pure satin. However, few Pinot Noirs in the world achieve this level of concentration. Wild raspberries and cherries, cola, sleek minerals, dusty baking spices and smoky oak combine for flavors that are utterly delicious. After all that, it possesses an indefinable attribute of fascination. Will age well for a long time, if you can keep your hands off it. Now–2021.",99,13.27,94,,Williams Selyem
France,Bordeaux,"A massive wine for Margaux, packed with tannins and ripe fruit. It has more Cabernet Sauvignon than usual, giving intense black currant flavors with enticing acidity balanced by the sweetness of the fruit. Ripe swathes of this opulent fruit are also elegant and structured.",98,380,1900,Roger Voss,Château Margaux
US,California,"An outstanding wine, the best California Cabernet Jean-Charles Boisset has ever produced from any of his properties. It stands out in any tasting of its peers. Made from 100% Cabernet Sauvignon, and aged in 60% new oak, it shows satisfying, complex flavors of blackberries, blueberries, cassis, hazelnut-infused chocolate and spices. Hard to exaggerate its power and grace. Wonderful now and for a good six years, but it's difficult to predict its evolution beyond 2018.",97,46.15,150,,JCB
France,Bordeaux,"Such a generous and ripe wine, with a dark core of tannins surrounded by opulent fruit. Black fruits, coffee, very concentrated flavors, a powerhouse of structure and richness. The warmth of the wine is palpable, as is the aging potential.",97,234.78,1100,Roger Voss,Château La Mission Haut-Brion
France,Bordeaux,"Solid, very structured, packed with dense and dry tannins. There is a core of acidity and darkness that gives the wine a brooding, powerful character. At this stage, it seems austere although it does have the weight of fruit typical of the year.",96,240,1200,Roger Voss,Château Haut-Brion
France,Bordeaux,"The purest Cabernet Sauvignon fruit, with dark chocolate and intense dark berry flavors. The tannins are so enveloped by the fruit and yet they promise great aging. At this stage, wood shows through the fruit, but the texture is so rich and opulent that it should easily become integrated.",96,334.73,1300,Roger Voss,Château Mouton Rothschild
France,Bordeaux,"One of the peculiarities of St.-Émilion's classification is that Canon la Gaffelière is not classed in the top rung. Because, as this wine shows, it produces superb wines. This is ripe while so elegant, with great intensity and sweet perfumes.",95,25.48,110,Roger Voss,Château Canon la Gaffelière
US,New York,"Ripe, luscious black cherries and berries are framed by whispers of bramble and tannin in this enticingly fruity, forward Syrah. A showcase of fresh, primary fruit, it's juicy and delightfully gulp-worthy. Drink now through 2017.",88,4.27,34,Anna Lee C. Iijima,Billsboro
France,Bordeaux,"Bright and fruity, this is classic white Bordeaux with its citrus and lively acidity as well as a crisp texture. It has weight and shows some potential to fill out, so drink from 2017. Because of spring frost and summer rain, Marie-José (Perrin) Leriche reduced the (90%) Sauvignon Blanc and (10%) Sémillion harvest by a third.",88,0,,Roger Voss,Château le Sartre
Argentina,Mendoza Province,"Aromas of dish soap and fruit salad show on the nose while the palate brings pink grapefruit and orange. A citric finish with a peppery note lacks acidity, so drink now.",85,1.7,13,Michael Schachner,Alta Vista
US,California,Substantial fruit flavors and a lightly sweet balance give this medium- bodied wine a decent drinkability factor. The mouthfeel is slightly tannic and the finish is brief.,85,3,15,Jim Gordon,Tie-Dye
Portugal,Lisboa,"Lisboa, with its cool climate, lends itself to crisp rosés like this. This lively fruity wine is touched by hints of vanilla and layers of red-fruit flavors. It is light and ready to drink.",85,1.8,9,Roger Voss,Adega Mãe
US,Oregon,"Roughly equal portions of Cabernet Sauvignon, Cabernet Franc and Merlot go into this tannic blend. It may be a little too far along the aging curve, at least for showing much fruit. It's drying out—displaying a touch of leather—and should be consumed as soon as possible.",85,5.55,25,Paul Gregutt,Cliff Creek
US,California,"Gavin Chanin makes this distinctive, interesting Chardonnay. Shows a ino Sherry-like yeastiness, and is minerally and streamlined. Zesty flavors of limes, kiwis and grapefruits round out the finish.",90,7.33,30,,Chanin
US,California,"In a word, wow. What a wonderful Cabernet Sauvignon. It has got to be one of the best buys out there, so rich and smooth in berry, cherry, currant and spice flavors. Only 640 cases were produced, but worth a search. Drink now.",90,2.32,12,,Ugly Duckling
